source.message,dataset,timestamp,$workers.truncated,$workers.event.cron,$workers.event.scheduledTime,$workers.scriptName,$workers.outcome,$workers.eventType,$workers.scriptVersion.id,$workers.executionModel,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now,links
[INFO] [Producer] Cycle #1013 dispatch complete.,cloudflare-workers,2026-03-13T13:16:01.528Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDX3R5N179DZ4TBKF1DYZ,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Cycle #1013 dispatch complete.,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] <*> <*> <*> <*>.,undefined,undefined,undefined,[]
[INFO] [Fetcher] Harvest complete. Inserted 0 new jobs (0 dupes filtered).,cloudflare-workers,2026-03-13T13:16:01.210Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWSTT2QJQGG8ZJZCKSA6,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Fetcher] Harvest complete. Inserted 0 new jobs (0 dupes filtered).,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Fetcher] Harvest complete. Inserted <*> new jobs (<*> dupes filtered).,undefined,undefined,undefined,[]
[INFO] [Fetcher] Batch recorded 5 source yields,cloudflare-workers,2026-03-13T13:16:01.210Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWSTT2QJQGG8ZJZCKSA5,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Fetcher] Batch recorded 5 source yields,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Fetcher] Batch recorded <*> source yields,undefined,undefined,undefined,[]
[INFO] [Producer] Direct processing: 25/40 sources completed.,cloudflare-workers,2026-03-13T13:16:00.862Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWEY8B43DGDN4CKKR0RH,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Direct processing: 25/40 sources completed.,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Direct <*>: <*>/40 sources <*>.,undefined,undefined,undefined,[]
"[WARN] [Producer] Wall-time guard: processed 25/40 sources in 32.7s, deferring rest to next cycle.",cloudflare-workers,2026-03-13T13:16:00.862Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWEY8B43DGDN4CKKR0RG,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Producer] Wall-time guard: processed 25/40 sources in 32.7s, deferring rest to next cycle.",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Producer] Wall-time guard: processed 25/40 sources in 32.7s, deferring rest to next cycle.",undefined,undefined,undefined,[]
[INFO] [Metrics] source=greenhouse:Vercel | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:16:00.862Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWEY8B43DGDN4CKKR0RF,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=greenhouse:Vercel | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] source=greenhouse:Netlify | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:16:00.862Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWEY8B43DGDN4CKKR0RE,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=greenhouse:Netlify | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] source=greenhouse:Cloudflare | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:16:00.862Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWEY8B43DGDN4CKKR0RD,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=greenhouse:Cloudflare | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] source=greenhouse:Figma | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:16:00.862Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWEY8B43DGDN4CKKR0RC,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=greenhouse:Figma | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] source=greenhouse:Discord | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:16:00.862Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWEY8B43DGDN4CKKR0RB,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=greenhouse:Discord | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] processFeeds: total=8913ms | rawJobs=0 deduped=0 | identityDupes=0 contentDupes=0 totalInMemory=0,cloudflare-workers,2026-03-13T13:16:00.862Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDWEY8B43DGDN4CKKR0RA,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] processFeeds: total=8913ms | rawJobs=0 deduped=0 | identityDupes=0 contentDupes=0 totalInMemory=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] processFeeds: <*> | <*> <*> | <*> contentDupes=0 <*>,undefined,undefined,undefined,[]
[INFO] [Connectors] Harvest complete | Sources: 5 (greenhouse:5) | Jobs: 0 | Errors: 0,cloudflare-workers,2026-03-13T13:16:00.016Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDVMGB3NBKYARGMXFEVNA,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Harvest complete | Sources: 5 (greenhouse:5) | Jobs: 0 | Errors: 0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Harvest complete | Sources: <*> (<*>) | Jobs: 0 | Errors: 0,undefined,undefined,undefined,[]
[INFO] [Greenhouse] Vercel: 0 new / 50 cursor-skipped / 50 total,cloudflare-workers,2026-03-13T13:16:00.016Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDVMGB3NBKYARGMXFEVN9,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Greenhouse] Vercel: 0 new / 50 cursor-skipped / 50 total,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Greenhouse] <*>: 0 new / <*> cursor-skipped / <*> total,undefined,undefined,undefined,[]
[INFO] [SourceLimit] Capping 81 items to 50,cloudflare-workers,2026-03-13T13:15:59.303Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDTY79RYW06BX09TM19ZK,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [SourceLimit] Capping 81 items to 50,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [SourceLimit] Capping <*> items to 50,undefined,undefined,undefined,[]
[INFO] [Greenhouse] Cloudflare: 0 new / 50 cursor-skipped / 50 total,cloudflare-workers,2026-03-13T13:15:58.512Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDT5G6AWEPW97PQY7KT9X,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Greenhouse] Cloudflare: 0 new / 50 cursor-skipped / 50 total,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Greenhouse] <*>: 0 new / <*> cursor-skipped / <*> total,undefined,undefined,undefined,[]
[INFO] [Greenhouse] Figma: 0 new / 50 cursor-skipped / 50 total,cloudflare-workers,2026-03-13T13:15:58.098Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDSRJBW708QJDDWZN0W0P,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Greenhouse] Figma: 0 new / 50 cursor-skipped / 50 total,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Greenhouse] <*>: 0 new / <*> cursor-skipped / <*> total,undefined,undefined,undefined,[]
[INFO] [SourceLimit] Capping 569 items to 50,cloudflare-workers,2026-03-13T13:15:57.831Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDSG7TF0YSN743AFRFETY,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [SourceLimit] Capping 569 items to 50,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [SourceLimit] Capping <*> items to 50,undefined,undefined,undefined,[]
[INFO] [Greenhouse] Netlify: 0 new / 2 cursor-skipped / 2 total,cloudflare-workers,2026-03-13T13:15:57.605Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDS95VGA4VN9JNBKEJ76V,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Greenhouse] Netlify: 0 new / 2 cursor-skipped / 2 total,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Greenhouse] <*>: 0 new / <*> cursor-skipped / <*> total,undefined,undefined,undefined,[]
[INFO] [SourceLimit] Capping 167 items to 50,cloudflare-workers,2026-03-13T13:15:57.458Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDS4JGP8YKVVJS6MXEFND,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [SourceLimit] Capping 167 items to 50,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [SourceLimit] Capping <*> items to 50,undefined,undefined,undefined,[]
[INFO] [Greenhouse] Discord: 0 new / 50 cursor-skipped / 50 total,cloudflare-workers,2026-03-13T13:15:56.226Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDQY2HY23C24NGPTZ2F2T,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Greenhouse] Discord: 0 new / 50 cursor-skipped / 50 total,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Greenhouse] <*>: 0 new / <*> cursor-skipped / <*> total,undefined,undefined,undefined,[]
[INFO] [SourceLimit] Capping 84 items to 50,cloudflare-workers,2026-03-13T13:15:55.533Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDQ8DYCERJAYPY67KAGXQ,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [SourceLimit] Capping 84 items to 50,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [SourceLimit] Capping <*> items to 50,undefined,undefined,undefined,[]
[INFO] [Connectors] Running greenhouse connector on 5 sources,cloudflare-workers,2026-03-13T13:15:54.499Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDP83TNMENBA8T2N879G6,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Running greenhouse connector on 5 sources,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Running <*> connector on <*> sources,undefined,undefined,undefined,[]
[INFO] [Fetcher] Harvest complete. Inserted 0 new jobs (0 dupes filtered).,cloudflare-workers,2026-03-13T13:15:52.286Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDM2YMY8CZE59H6BN14GD,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Fetcher] Harvest complete. Inserted 0 new jobs (0 dupes filtered).,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Fetcher] Harvest complete. Inserted <*> new jobs (<*> dupes filtered).,undefined,undefined,undefined,[]
[INFO] [Fetcher] Batch recorded 4 source yields,cloudflare-workers,2026-03-13T13:15:52.286Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDM2YMY8CZE59H6BN14GC,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Fetcher] Batch recorded 4 source yields,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Fetcher] Batch recorded <*> source yields,undefined,undefined,undefined,[]
[INFO] [Metrics] source=rss:landing | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:15:51.949Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDKRDVF0E5BBX1WKQNKQE,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=rss:landing | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] source=rss:remoteworkhub | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:15:51.949Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDKRDVF0E5BBX1WKQNKQD,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=rss:remoteworkhub | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] source=rss:jobspresso | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:15:51.949Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDKRDVF0E5BBX1WKQNKQC,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=rss:jobspresso | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] source=rss:remoteok | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:15:51.949Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDKRDVF0E5BBX1WKQNKQB,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=rss:remoteok | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
[INFO] [Metrics] processFeeds: total=5596ms | rawJobs=0 deduped=0 | identityDupes=0 contentDupes=0 totalInMemory=0,cloudflare-workers,2026-03-13T13:15:51.949Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDKRDVF0E5BBX1WKQNKQA,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] processFeeds: total=5596ms | rawJobs=0 deduped=0 | identityDupes=0 contentDupes=0 totalInMemory=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] processFeeds: <*> | <*> <*> | <*> contentDupes=0 <*>,undefined,undefined,undefined,[]
[INFO] [Connectors] Harvest complete | Sources: 4 (rss:4) | Jobs: 0 | Errors: 0,cloudflare-workers,2026-03-13T13:15:51.115Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDJYBCZVK9FCQ5Q5SF3EQ,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Harvest complete | Sources: 4 (rss:4) | Jobs: 0 | Errors: 0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Harvest complete | Sources: <*> (<*>) | Jobs: 0 | Errors: 0,undefined,undefined,undefined,[]
[INFO] [RSS] Cursor filtered 99 seen items from remoteok — 0 new,cloudflare-workers,2026-03-13T13:15:51.115Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDJYBCZVK9FCQ5Q5SF3EP,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [RSS] Cursor filtered 99 seen items from remoteok — 0 new,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [RSS] Cursor filtered <*> seen items from <*> — <*> new,undefined,undefined,undefined,[]
[INFO] [RSS] Cursor filtered 19 seen items from landing — 0 new,cloudflare-workers,2026-03-13T13:15:50.621Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDJEX1M0XCFNWMK0YES79,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [RSS] Cursor filtered 19 seen items from landing — 0 new,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [RSS] Cursor filtered <*> seen items from <*> — <*> new,undefined,undefined,undefined,[]
[INFO] [RSS] Cursor filtered 10 seen items from remoteworkhub — 0 new,cloudflare-workers,2026-03-13T13:15:50.197Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDJ1NMQRFC1C94T7S8Z98,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [RSS] Cursor filtered 10 seen items from remoteworkhub — 0 new,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [RSS] Cursor filtered <*> seen items from <*> — <*> new,undefined,undefined,undefined,[]
[INFO] [RSS] Cursor filtered 20 seen items from jobspresso — 0 new,cloudflare-workers,2026-03-13T13:15:49.300Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDH5MD76B0A36TXHT2N1F,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [RSS] Cursor filtered 20 seen items from jobspresso — 0 new,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [RSS] Cursor filtered <*> seen items from <*> — <*> new,undefined,undefined,undefined,[]
[INFO] [Connectors] Running rss connector on 4 sources,cloudflare-workers,2026-03-13T13:15:48.934Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDGT69DK91WC26N6ZSWN8,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Running rss connector on 4 sources,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Running <*> connector on <*> sources,undefined,undefined,undefined,[]
[WARN] [Circuit] Skipping https://boards-api.greenhouse.io/v1/boards/hashicorp/jobs — circuit is OPEN,cloudflare-workers,2026-03-13T13:15:48.934Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDGT69DK91WC26N6ZSWN7,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[WARN] [Circuit] Skipping https://boards-api.greenhouse.io/v1/boards/hashicorp/jobs — circuit is OPEN,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[WARN] [Circuit] Skipping https://boards-api.greenhouse.io/v1/boards/hashicorp/jobs — circuit is OPEN,undefined,undefined,undefined,[]
[INFO] [Fetcher] Harvest complete. Inserted 0 new jobs (0 dupes filtered).,cloudflare-workers,2026-03-13T13:15:46.689Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDEM142CAMBFPN44RPKNA,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Fetcher] Harvest complete. Inserted 0 new jobs (0 dupes filtered).,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Fetcher] Harvest complete. Inserted <*> new jobs (<*> dupes filtered).,undefined,undefined,undefined,[]
[INFO] [Fetcher] Batch recorded 5 source yields,cloudflare-workers,2026-03-13T13:15:46.689Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDEM142CAMBFPN44RPKN9,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Fetcher] Batch recorded 5 source yields,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Fetcher] Batch recorded <*> source yields,undefined,undefined,undefined,[]
[INFO] [Metrics] source=rss:hasjob | fetched=0 cursorSkipped=0 error=none durationMs=0,cloudflare-workers,2026-03-13T13:15:46.353Z,false,"0,15,30,45 * * * *",1773407723000,job-hunter-bot,ok,cron,0a260a99-5cdf-43d6-8795-d08e9092af50,stateless,WF7IYXLSBXRURYMF,01KKKNDE9H9AB9W7DT6KCKZB41,WF7IYXLSBXRURYMF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Metrics] source=rss:hasjob | fetched=0 cursorSkipped=0 error=none durationMs=0,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Metrics] <*> | <*> cursorSkipped=0 error=none durationMs=0,undefined,undefined,undefined,[]
