source.message,dataset,timestamp,$workers.truncated,$workers.event.cron,$workers.event.scheduledTime,$workers.scriptName,$workers.outcome,$workers.eventType,$workers.scriptVersion.id,$workers.executionModel,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now,links
[INFO] [Connectors] Running rss connector on 5 sources,cloudflare-workers,2026-03-10T14:30:50.810Z,false,"0,15,30,45 * * * *",1773153043000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,R5NSXPB6L5Z8042Y,01KKC2GR5TFVQZWBNMSZGZVFTJ,R5NSXPB6L5Z8042Y,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Running rss connector on 5 sources,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Running rss connector on 5 sources,undefined,undefined,undefined,[]
[INFO] [Producer] Direct mode: processing 87 sources inline...,cloudflare-workers,2026-03-10T14:30:49.840Z,false,"0,15,30,45 * * * *",1773153043000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,R5NSXPB6L5Z8042Y,01KKC2GQ7GYJN1BRAWP13CDWYD,R5NSXPB6L5Z8042Y,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Direct mode: processing 87 sources inline...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Direct mode: processing 87 sources inline...,undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2077ms...",cloudflare-workers,2026-03-10T14:30:47.739Z,false,"0,15,30,45 * * * *",1773153043000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,R5NSXPB6L5Z8042Y,01KKC2GN5VJKVN2H3BZ2N9J7ZA,R5NSXPB6L5Z8042Y,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2077ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1092ms...",cloudflare-workers,2026-03-10T14:30:46.623Z,false,"0,15,30,45 * * * *",1773153043000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,R5NSXPB6L5Z8042Y,01KKC2GMWBGZXSTFCJC593RJMB,R5NSXPB6L5Z8042Y,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1092ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 529ms...",cloudflare-workers,2026-03-10T14:30:46.080Z,false,"0,15,30,45 * * * *",1773153043000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,R5NSXPB6L5Z8042Y,01KKC2GMWBGZXSTFCJC593RJMA,R5NSXPB6L5Z8042Y,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 529ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,cloudflare-workers,2026-03-10T14:30:46.069Z,false,"0,15,30,45 * * * *",1773153043000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,R5NSXPB6L5Z8042Y,01KKC2GMWBGZXSTFCJC593RJM9,R5NSXPB6L5Z8042Y,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,undefined,undefined,undefined,[]
[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),cloudflare-workers,2026-03-10T14:30:46.069Z,false,"0,15,30,45 * * * *",1773153043000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,R5NSXPB6L5Z8042Y,01KKC2GMWBGZXSTFCJC593RJM8,R5NSXPB6L5Z8042Y,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),undefined,undefined,undefined,[]
[INFO] [Producer] Cron cycle #847 fired.,cloudflare-workers,2026-03-10T14:30:44.028Z,false,"0,15,30,45 * * * *",1773153043000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,R5NSXPB6L5Z8042Y,01KKC2GMWBGZXSTFCJC593RJM7,R5NSXPB6L5Z8042Y,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Cron cycle #847 fired.,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Cron cycle #847 fired.,undefined,undefined,undefined,[]
[INFO] [Connectors] Running rss connector on 5 sources,cloudflare-workers,2026-03-10T14:15:50.095Z,false,"0,15,30,45 * * * *",1773152143000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,P1724ES2PSGYWHZ5,01KKC1N8JFC6BDSECSVX5FSMNT,P1724ES2PSGYWHZ5,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Running rss connector on 5 sources,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Running rss connector on 5 sources,undefined,undefined,undefined,[]
[INFO] [Producer] Direct mode: processing 179 sources inline...,cloudflare-workers,2026-03-10T14:15:48.888Z,false,"0,15,30,45 * * * *",1773152143000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,P1724ES2PSGYWHZ5,01KKC1N7F6QXTJ0DJBBSZZK8WK,P1724ES2PSGYWHZ5,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Direct mode: processing 179 sources inline...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Direct mode: processing 179 sources inline...,undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2030ms...",cloudflare-workers,2026-03-10T14:15:46.848Z,false,"0,15,30,45 * * * *",1773152143000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,P1724ES2PSGYWHZ5,01KKC1N7F6QXTJ0DJBBSZZK8WH,P1724ES2PSGYWHZ5,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2030ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1095ms...",cloudflare-workers,2026-03-10T14:15:45.740Z,false,"0,15,30,45 * * * *",1773152143000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,P1724ES2PSGYWHZ5,01KKC1N7F6QXTJ0DJBBSZZK8WG,P1724ES2PSGYWHZ5,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1095ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 582ms...",cloudflare-workers,2026-03-10T14:15:45.149Z,false,"0,15,30,45 * * * *",1773152143000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,P1724ES2PSGYWHZ5,01KKC1N7F6QXTJ0DJBBSZZK8WF,P1724ES2PSGYWHZ5,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 582ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
[INFO] [Producer] Broadcasting 179 sources to FEED_QUEUE...,cloudflare-workers,2026-03-10T14:15:45.132Z,false,"0,15,30,45 * * * *",1773152143000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,P1724ES2PSGYWHZ5,01KKC1N7F6QXTJ0DJBBSZZK8WE,P1724ES2PSGYWHZ5,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Broadcasting 179 sources to FEED_QUEUE...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Broadcasting 179 sources to FEED_QUEUE...,undefined,undefined,undefined,[]
[INFO] [Producer] Intelligence: 179 sources selected (87 config + 92 registry),cloudflare-workers,2026-03-10T14:15:45.132Z,false,"0,15,30,45 * * * *",1773152143000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,P1724ES2PSGYWHZ5,01KKC1N7F6QXTJ0DJBBSZZK8WD,P1724ES2PSGYWHZ5,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Intelligence: 179 sources selected (87 config + 92 registry),346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Intelligence: 179 sources selected (87 config + 92 registry),undefined,undefined,undefined,[]
[INFO] [Producer] Cron cycle #846 fired.,cloudflare-workers,2026-03-10T14:15:43.977Z,false,"0,15,30,45 * * * *",1773152143000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,P1724ES2PSGYWHZ5,01KKC1N7F6QXTJ0DJBBSZZK8WC,P1724ES2PSGYWHZ5,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Cron cycle #846 fired.,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Cron cycle #846 fired.,undefined,undefined,undefined,[]
[INFO] [Connectors] Running rss connector on 5 sources,cloudflare-workers,2026-03-10T14:00:51.223Z,false,"0,15,30,45 * * * *",1773151243000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,81QIT0R9ZUXEWX0H,01KKC0STRQ2TD0NW0JRFTZR417,81QIT0R9ZUXEWX0H,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Running rss connector on 5 sources,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Running rss connector on 5 sources,undefined,undefined,undefined,[]
[INFO] [Producer] Direct mode: processing 87 sources inline...,cloudflare-workers,2026-03-10T14:00:50.214Z,false,"0,15,30,45 * * * *",1773151243000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,81QIT0R9ZUXEWX0H,01KKC0SSS66M4NDE08NBNGFPWN,81QIT0R9ZUXEWX0H,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Direct mode: processing 87 sources inline...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Direct mode: processing 87 sources inline...,undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2037ms...",cloudflare-workers,2026-03-10T14:00:48.160Z,false,"0,15,30,45 * * * *",1773151243000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,81QIT0R9ZUXEWX0H,01KKC0SQS0T67M1VWFCVAEWFB4,81QIT0R9ZUXEWX0H,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2037ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1005ms...",cloudflare-workers,2026-03-10T14:00:47.145Z,false,"0,15,30,45 * * * *",1773151243000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,81QIT0R9ZUXEWX0H,01KKC0SPS9CTM4D4PR2EXW1TN0,81QIT0R9ZUXEWX0H,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1005ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 579ms...",cloudflare-workers,2026-03-10T14:00:46.555Z,false,"0,15,30,45 * * * *",1773151243000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,81QIT0R9ZUXEWX0H,01KKC0SP6VC5BTYJ75JW6N2XVW,81QIT0R9ZUXEWX0H,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 579ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,cloudflare-workers,2026-03-10T14:00:46.537Z,false,"0,15,30,45 * * * *",1773151243000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,81QIT0R9ZUXEWX0H,01KKC0SP69F9FG34ESQK4V4E74,81QIT0R9ZUXEWX0H,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,undefined,undefined,undefined,[]
[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),cloudflare-workers,2026-03-10T14:00:46.537Z,false,"0,15,30,45 * * * *",1773151243000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,81QIT0R9ZUXEWX0H,01KKC0SP69F9FG34ESQK4V4E73,81QIT0R9ZUXEWX0H,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),undefined,undefined,undefined,[]
[INFO] [Producer] Cron cycle #845 fired.,cloudflare-workers,2026-03-10T14:00:45.435Z,false,"0,15,30,45 * * * *",1773151243000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,81QIT0R9ZUXEWX0H,01KKC0SN3VX6PQS4BH07DSTMDJ,81QIT0R9ZUXEWX0H,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Cron cycle #845 fired.,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Cron cycle #845 fired.,undefined,undefined,undefined,[]
[INFO] [Connectors] Running rss connector on 5 sources,cloudflare-workers,2026-03-10T13:45:49.986Z,false,"0,15,30,45 * * * *",1773150343000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,5RDUOPKXRVACXPUN,01KKBZYAN20E56TV3F6GEGAJET,5RDUOPKXRVACXPUN,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Running rss connector on 5 sources,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Running rss connector on 5 sources,undefined,undefined,undefined,[]
[INFO] [Producer] Direct mode: processing 87 sources inline...,cloudflare-workers,2026-03-10T13:45:48.946Z,false,"0,15,30,45 * * * *",1773150343000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,5RDUOPKXRVACXPUN,01KKBZY9MJFVHDHVQT9QB5X86D,5RDUOPKXRVACXPUN,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Direct mode: processing 87 sources inline...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Direct mode: processing 87 sources inline...,undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2048ms...",cloudflare-workers,2026-03-10T13:45:46.886Z,false,"0,15,30,45 * * * *",1773150343000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,5RDUOPKXRVACXPUN,01KKBZY7M6ESVGT5WWTMQB1E7D,5RDUOPKXRVACXPUN,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2048ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1089ms...",cloudflare-workers,2026-03-10T13:45:45.789Z,false,"0,15,30,45 * * * *",1773150343000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,5RDUOPKXRVACXPUN,01KKBZY7HVY2WE8AMKAH2ZDDM6,5RDUOPKXRVACXPUN,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1089ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 506ms...",cloudflare-workers,2026-03-10T13:45:45.268Z,false,"0,15,30,45 * * * *",1773150343000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,5RDUOPKXRVACXPUN,01KKBZY7HVY2WE8AMKAH2ZDDM5,5RDUOPKXRVACXPUN,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 506ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,cloudflare-workers,2026-03-10T13:45:45.243Z,false,"0,15,30,45 * * * *",1773150343000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,5RDUOPKXRVACXPUN,01KKBZY7HVY2WE8AMKAH2ZDDM4,5RDUOPKXRVACXPUN,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Broadcasting 87 sources to FEED_QUEUE...,undefined,undefined,undefined,[]
[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),cloudflare-workers,2026-03-10T13:45:45.243Z,false,"0,15,30,45 * * * *",1773150343000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,5RDUOPKXRVACXPUN,01KKBZY7HVY2WE8AMKAH2ZDDM3,5RDUOPKXRVACXPUN,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Intelligence: 87 sources selected (87 config + 0 registry),undefined,undefined,undefined,[]
[INFO] [Producer] Cron cycle #844 fired.,cloudflare-workers,2026-03-10T13:45:44.226Z,false,"0,15,30,45 * * * *",1773150343000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,5RDUOPKXRVACXPUN,01KKBZY7HVY2WE8AMKAH2ZDDM2,5RDUOPKXRVACXPUN,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Cron cycle #844 fired.,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Cron cycle #844 fired.,undefined,undefined,undefined,[]
[INFO] [Connectors] Running rss connector on 5 sources,cloudflare-workers,2026-03-10T13:30:51.128Z,false,"0,15,30,45 * * * *",1773149443000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,RI03D9OBH0FRF3KF,01KKBZ2WVRDX1GH8QNSDQXP6JP,RI03D9OBH0FRF3KF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Connectors] Running rss connector on 5 sources,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Connectors] Running rss connector on 5 sources,undefined,undefined,undefined,[]
[INFO] [Producer] Direct mode: processing 179 sources inline...,cloudflare-workers,2026-03-10T13:30:50.041Z,false,"0,15,30,45 * * * *",1773149443000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,RI03D9OBH0FRF3KF,01KKBZ2W2JBJTC4N40B6VB3ETG,RI03D9OBH0FRF3KF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Direct mode: processing 179 sources inline...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Direct mode: processing 179 sources inline...,undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2080ms...",cloudflare-workers,2026-03-10T13:30:47.950Z,false,"0,15,30,45 * * * *",1773149443000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,RI03D9OBH0FRF3KF,01KKBZ2W2JBJTC4N40B6VB3ETE,RI03D9OBH0FRF3KF,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 3/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 2080ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1040ms...",cloudflare-workers,2026-03-10T13:30:46.900Z,false,"0,15,30,45 * * * *",1773149443000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,RI03D9OBH0FRF3KF,01KKBZ2W2JBJTC4N40B6VB3ETD,RI03D9OBH0FRF3KF,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 2/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 1040ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 537ms...",cloudflare-workers,2026-03-10T13:30:46.341Z,false,"0,15,30,45 * * * *",1773149443000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,RI03D9OBH0FRF3KF,01KKBZ2W2JBJTC4N40B6VB3ETC,RI03D9OBH0FRF3KF,"0,15,30,45 * * * *",job-hunter-bot,"[WARN] [Retry] Attempt 1/4 failed (Queue sendBatch failed: Too Many Requests), retrying in 537ms...",346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,"[WARN] [Retry] Attempt <*>/4 failed (Queue sendBatch failed: Too Many Requests), retrying in <*>...",undefined,undefined,undefined,[]
[INFO] [Producer] Broadcasting 179 sources to FEED_QUEUE...,cloudflare-workers,2026-03-10T13:30:46.328Z,false,"0,15,30,45 * * * *",1773149443000,job-hunter-bot,exceededCpu,cron,a7fd90f8-dd89-49cd-a89f-9d1613cd7b9c,stateless,RI03D9OBH0FRF3KF,01KKBZ2W2JBJTC4N40B6VB3ETB,RI03D9OBH0FRF3KF,"0,15,30,45 * * * *",job-hunter-bot,[INFO] [Producer] Broadcasting 179 sources to FEED_QUEUE...,346e138aae29f6b381c1ebae50734856,cf-worker,9652c0eabd8fbe010167fd7787852081,cron,[INFO] [Producer] Broadcasting 179 sources to FEED_QUEUE...,undefined,undefined,undefined,[]
